minute_bin,direction,motor_speed,voltage_std,sample_count,angle_mean,material,grouped_speed
15,Increasing,11.0,0.05386365464577577,12000,39.270535714285714,acetal,11
16,Increasing,16.0,0.06165862116593124,11726,43.695,acetal,16
17,Increasing,16.0,0.06995358346388524,12000,45.292561983471074,acetal,16
18,Increasing,16.0,0.07687054975796224,12000,45.43701612903225,acetal,16
19,Increasing,16.0,0.08106996936271166,11996,44.85066666666667,acetal,16
20,Increasing,16.0,0.08118569059031477,12004,44.69954545454546,acetal,16
21,Increasing,21.0,0.08046771953418871,11618,48.02681818181818,acetal,21
22,Increasing,21.0,0.08008577160646063,12000,47.96877551020408,acetal,21
23,Increasing,21.0,0.08002648034341768,11998,48.12945945945946,acetal,21
24,Increasing,21.0,0.0791924893791184,12002,47.950970149253735,acetal,21
25,Increasing,21.0,0.08018142127429273,12002,47.98985294117647,acetal,21
26,Increasing,26.0,0.07654255018156103,11512,50.710149253731345,acetal,26
27,Increasing,26.0,0.07742773033254541,11998,50.7665100671141,acetal,26
28,Increasing,26.0,0.07588345701257633,12002,50.913561643835614,acetal,26
29,Increasing,26.0,0.07462009896425749,12002,50.97593548387096,acetal,26
30,Increasing,26.0,0.07412849869147466,11998,51.18300699300699,acetal,26
31,Decreasing,26.0,0.07369688835233303,11414,51.082408759124085,acetal,26
32,Decreasing,26.0,0.07324114820879159,11998,51.51896,acetal,26
33,Decreasing,26.0,0.0713946408180737,12002,51.12958041958042,acetal,26
34,Decreasing,26.0,0.07049974306711196,11998,51.20774647887324,acetal,26
35,Decreasing,26.0,0.07062967821327143,11996,51.57985915492958,acetal,26
36,Decreasing,21.0,0.07196934826744084,11314,48.452184873949584,acetal,21
37,Decreasing,21.0,0.07106225482163006,11996,48.46619402985075,acetal,21
38,Decreasing,21.0,0.07099768693807712,12006,48.36265625,acetal,21
39,Decreasing,21.0,0.07047103857010932,11998,48.43238805970149,acetal,21
40,Decreasing,21.0,0.06992320474860149,11998,48.5139837398374,acetal,21
41,Decreasing,16.0,0.07103674493698979,11228,45.17538461538462,acetal,16
42,Decreasing,16.0,0.06887755869340301,11998,45.44538461538461,acetal,16
43,Decreasing,16.0,0.06931982874918154,12002,45.28587301587302,acetal,16
44,Decreasing,16.0,0.0686941396847773,11998,45.749256198347105,acetal,16
45,Decreasing,16.0,0.06895374440944815,12002,45.86229508196721,acetal,16
46,Decreasing,11.0,0.0692352678342601,11128,41.86514285714286,acetal,11
47,Decreasing,11.0,0.06892191940614488,12000,42.28007936507937,acetal,11
48,Decreasing,11.0,0.06742001158994686,12000,42.47,acetal,11
49,Decreasing,11.0,0.06656347731728535,12002,42.20727272727272,acetal,11
50,Decreasing,11.0,0.06500241166005453,11996,42.4853125,acetal,11
51,Decreasing,6.0,0.06533040888174868,11044,38.634948453608246,acetal,6
52,Decreasing,6.0,0.06303835447593173,11998,38.997207207207204,acetal,6
53,Decreasing,6.0,0.06245876976483902,12002,39.13442307692308,acetal,6
54,Decreasing,6.0,0.06297047183472146,11998,39.06730769230769,acetal,6
55,Decreasing,6.0,0.06225097048727907,12002,39.22132743362832,acetal,6
56,Decreasing,1.0,0.0628339182610803,10962,37.36057142857143,acetal,1
57,Decreasing,1.0,0.056387081169243625,12000,36.39296296296296,acetal,1
58,Decreasing,1.0,0.05392619604715126,12000,39.06317073170732,acetal,1
59,Decreasing,1.0,0.058327675954377385,11994,36.710208333333334,acetal,1
60,Decreasing,1.0,0.05382160987115846,12002,37.1904,acetal,1
1,Increasing,1.0,0.004256278230861492,11998,29.55051282051282,acetal,1
2,Increasing,1.0,0.004755188943441332,12000,31.356136363636367,acetal,1
3,Increasing,1.0,0.005246742183675807,11998,28.69794871794872,acetal,1
4,Increasing,1.0,0.0065906884645241205,12000,29.857666666666667,acetal,1
5,Increasing,1.0,0.007353984744441364,12002,29.44604651162791,acetal,1
6,Increasing,6.0,0.00998585875880335,11902,29.911443298969072,acetal,6
7,Increasing,6.0,0.014257226915348479,12000,29.78978021978022,acetal,6
8,Increasing,6.0,0.01839576973066024,12002,29.822222222222223,acetal,6
9,Increasing,6.0,0.021673897067497137,11998,30.018915662650603,acetal,6
10,Increasing,6.0,0.024890732936147738,11998,30.546794871794873,acetal,6
11,Increasing,11.0,0.02752755433076584,11822,32.678829787234044,acetal,11
12,Increasing,11.0,0.030828816174157184,11998,33.79070588235294,acetal,11
13,Increasing,11.0,0.03298890628946389,12002,33.75372340425532,acetal,11
14,Increasing,11.0,0.03425407645774576,11998,34.502272727272725,acetal,11
15,Increasing,11.0,0.03650199372303526,12002,35.2556976744186,acetal,11
16,Increasing,16.0,0.03660107821851922,11724,36.887752808988765,acetal,16
17,Increasing,16.0,0.03583048385607267,12000,36.19699029126213,acetal,16
18,Increasing,16.0,0.03519894973503304,12002,36.531359223300974,acetal,16
19,Increasing,16.0,0.03534351241458039,11998,36.99745098039215,acetal,16
20,Increasing,16.0,0.03471486167352115,12000,36.883763440860214,acetal,16
21,Increasing,21.0,0.03413338006666639,11608,38.171313131313134,acetal,21
22,Increasing,21.0,0.03308192665917058,11996,37.69615384615385,acetal,21
23,Increasing,21.0,0.03297524408444913,12002,37.82463917525773,acetal,21
24,Increasing,21.0,0.032201663766395223,12000,38.0006,acetal,21
25,Increasing,21.0,0.03161212406872572,12000,38.273131313131316,acetal,21
26,Increasing,26.0,0.03064047450898358,11502,38.737281553398056,acetal,26
27,Increasing,26.0,0.029393875747122156,11998,38.73663461538462,acetal,26
28,Increasing,26.0,0.0287411407004321,12004,38.767545454545456,acetal,26
29,Increasing,26.0,0.028264452452855058,11998,38.938686868686865,acetal,26
30,Increasing,26.0,0.027541926259136533,12000,38.9195652173913,acetal,26
31,Decreasing,26.0,0.02778962250761258,11394,38.99224489795918,acetal,26
32,Decreasing,26.0,0.027377325253130132,12002,39.16514018691589,acetal,26
33,Decreasing,26.0,0.02746924468973099,11998,39.24518867924528,acetal,26
34,Decreasing,26.0,0.0269589986485052,12000,39.195841584158416,acetal,26
35,Decreasing,26.0,0.026809513812566244,12000,39.322162162162165,acetal,26
36,Decreasing,21.0,0.028292338799614403,11286,38.362680412371134,acetal,21
37,Decreasing,21.0,0.028938380714644336,12000,38.55745098039216,acetal,21
38,Decreasing,21.0,0.029485172236023517,11998,39.114725274725274,acetal,21
39,Decreasing,21.0,0.03013173508408593,12002,39.064313725490194,acetal,21
40,Decreasing,21.0,0.03004228058400331,12002,39.11078431372549,acetal,21
41,Decreasing,16.0,0.03184789847277127,11174,38.60821428571429,acetal,16
42,Decreasing,16.0,0.0325653496127534,12002,38.82818181818182,acetal,16
43,Decreasing,16.0,0.03362150025865294,11998,39.2480412371134,acetal,16
44,Decreasing,16.0,0.03394605548431163,12000,39.520315789473685,acetal,16
45,Decreasing,16.0,0.03444100430561581,12000,40.147586206896555,acetal,16
46,Decreasing,11.0,0.03574973215303235,11078,38.166973684210525,acetal,11
47,Decreasing,11.0,0.03690834157864077,11998,39.602560975609755,acetal,11
48,Decreasing,11.0,0.03792019538976308,11998,39.5609756097561,acetal,11
49,Decreasing,11.0,0.03938858676768597,12004,40.35977011494253,acetal,11
50,Decreasing,11.0,0.039648170830441976,11998,41.0293023255814,acetal,11
51,Decreasing,6.0,0.03935444821084157,10992,39.07546875,acetal,6
52,Decreasing,6.0,0.04227879564659046,11998,39.8628947368421,acetal,6
53,Decreasing,6.0,0.04427704327917666,12002,40.91970588235294,acetal,6
54,Decreasing,6.0,0.04511839239197506,11998,41.602533333333334,acetal,6
55,Decreasing,6.0,0.04558028910551308,11998,42.37730158730159,acetal,6
56,Decreasing,1.0,0.04413110250963405,10888,41.14269230769231,acetal,1
57,Decreasing,1.0,0.044757837730828635,12002,41.645384615384614,acetal,1
58,Decreasing,1.0,0.04596963109025306,11998,42.151538461538465,acetal,1
59,Decreasing,1.0,0.04824196555884065,11998,42.192083333333336,acetal,1
60,Decreasing,1.0,0.0479135885085408,12002,41.05571428571428,acetal,1
1,Increasing,1.0,0.004302216831886343,12000,32.257659574468086,acrylic,1
2,Increasing,1.0,0.0038890916337363146,12002,32.69857142857143,acrylic,1
3,Increasing,1.0,0.0038833791474389683,11998,30.955416666666665,acrylic,1
4,Increasing,1.0,0.0035495484245332974,12002,31.46822222222222,acrylic,1
5,Increasing,1.0,0.0035378744094072792,12002,31.95718309859155,acrylic,1
6,Increasing,6.0,0.004039944686499567,11908,34.888260869565215,acrylic,6
7,Increasing,6.0,0.00493986965812998,11998,34.59466666666666,acrylic,6
8,Increasing,6.0,0.005240487100705615,12002,34.83090163934426,acrylic,6
9,Increasing,6.0,0.006004710628815929,11998,34.233174603174604,acrylic,6
10,Increasing,6.0,0.006767453887263143,12002,35.06504273504273,acrylic,6
11,Increasing,11.0,0.008217088890219354,11828,37.86561151079137,acrylic,11
12,Increasing,11.0,0.0092589469133915,12002,38.198633093525174,acrylic,11
13,Increasing,11.0,0.01125811599794277,11998,38.09761538461538,acrylic,11
14,Increasing,11.0,0.012606788006192195,12002,38.33511450381679,acrylic,11
15,Increasing,11.0,0.013816520713803208,11996,38.50476190476191,acrylic,11
16,Increasing,16.0,0.015068356225899334,11748,40.793945578231295,acrylic,16
17,Increasing,16.0,0.0171755885064121,11998,41.008367346938776,acrylic,16
18,Increasing,16.0,0.01893496944617385,12000,41.23555555555556,acrylic,16
19,Increasing,16.0,0.020361042930410248,12002,41.30855072463768,acrylic,16
20,Increasing,16.0,0.021984318777037076,12000,41.466857142857144,acrylic,16
21,Increasing,21.0,0.0233890665576666,11672,43.406349206349205,acrylic,21
22,Increasing,21.0,0.025212658718827295,11998,43.377226277372266,acrylic,21
23,Increasing,21.0,0.02669396363158166,12002,43.6173381294964,acrylic,21
24,Increasing,21.0,0.028274084710153656,12002,43.69435114503817,acrylic,21
25,Increasing,21.0,0.02949199444284386,11998,43.37808219178082,acrylic,21
26,Increasing,26.0,0.03061950856473471,11582,45.129842519685035,acrylic,26
27,Increasing,26.0,0.03201607729838783,12002,45.36948905109489,acrylic,26
28,Increasing,26.0,0.03361327695337572,12000,45.483380281690145,acrylic,26
29,Increasing,26.0,0.0347133608228633,12000,45.26647058823529,acrylic,26
30,Increasing,26.0,0.03583040840906388,12000,45.52155844155844,acrylic,26
31,Decreasing,26.0,0.03721380609438011,11500,45.41539007092199,acrylic,26
32,Decreasing,26.0,0.03755784334324345,12000,45.34357142857143,acrylic,26
33,Decreasing,26.0,0.038046627477025786,12000,45.635000000000005,acrylic,26
34,Decreasing,26.0,0.03855425666029498,12000,45.53535947712418,acrylic,26
35,Decreasing,26.0,0.03854714253766551,11998,45.65246753246753,acrylic,26
36,Decreasing,21.0,0.038499079485036204,11418,43.796493506493505,acrylic,21
37,Decreasing,21.0,0.03884479641972137,11998,44.0653947368421,acrylic,21
38,Decreasing,21.0,0.038370964203340276,12004,43.78981012658228,acrylic,21
39,Decreasing,21.0,0.038445786265608226,12000,43.97475177304964,acrylic,21
40,Decreasing,21.0,0.038251544308377586,11998,43.78086092715232,acrylic,21
41,Decreasing,16.0,0.038165414679016255,11338,42.33225352112676,acrylic,16
42,Decreasing,16.0,0.03756613181071195,11996,41.548074534161486,acrylic,16
43,Decreasing,16.0,0.03732976159398121,12002,41.835812499999996,acrylic,16
44,Decreasing,16.0,0.03675763051893839,12000,41.885370370370374,acrylic,16
45,Decreasing,16.0,0.03676641754056812,12000,41.51532467532467,acrylic,16
46,Decreasing,11.0,0.036083227767192395,11256,39.32778523489933,acrylic,11
47,Decreasing,11.0,0.03565645971332002,12000,38.78074626865671,acrylic,11
48,Decreasing,11.0,0.03481527986268362,11998,39.29474025974026,acrylic,11
49,Decreasing,11.0,0.034264706492444494,12002,39.19389705882353,acrylic,11
50,Decreasing,11.0,0.034026536845957356,11998,39.27489208633094,acrylic,11
51,Decreasing,6.0,0.0336110404152599,11164,35.46568,acrylic,6
52,Decreasing,6.0,0.03274352451067384,12000,35.4184126984127,acrylic,6
53,Decreasing,6.0,0.032122948669544404,11998,35.2634375,acrylic,6
54,Decreasing,6.0,0.03173601346187874,11998,34.9240157480315,acrylic,6
55,Decreasing,6.0,0.03089121796948475,12004,34.90456692913386,acrylic,6
56,Decreasing,1.0,0.02622623771805739,11098,31.370833333333334,acrylic,1
57,Decreasing,1.0,0.02711441414636464,12002,33.99761904761905,acrylic,1
58,Decreasing,1.0,0.02673709704176303,11998,32.4675,acrylic,1
59,Decreasing,1.0,0.02607412054514766,12002,33.578936170212764,acrylic,1
60,Decreasing,1.0,0.026248613256392474,11998,31.8335593220339,acrylic,1
1,Increasing,1.0,0.005198902631313724,12000,33.52777777777778,acrylic,1
2,Increasing,1.0,0.003682334920073901,11998,33.21160714285714,acrylic,1
3,Increasing,1.0,0.003225695373295621,12002,32.0104081632653,acrylic,1
4,Increasing,1.0,0.0033675210562251878,11998,32.010888888888886,acrylic,1
5,Increasing,1.0,0.003208310825889572,11998,34.54380952380952,acrylic,1
6,Increasing,6.0,0.003220384278281865,11908,34.283166666666666,acrylic,6
7,Increasing,6.0,0.003947967850863586,12002,34.9277358490566,acrylic,6
8,Increasing,6.0,0.005500821428018467,11998,34.9555,acrylic,6
9,Increasing,6.0,0.0054203681288387045,11998,34.72823076923077,acrylic,6
10,Increasing,6.0,0.00649946850328197,12002,35.34689075630252,acrylic,6
11,Increasing,11.0,0.006734568455251428,11818,38.0930534351145,acrylic,11
12,Increasing,11.0,0.008330845674944923,12002,38.126917293233085,acrylic,11
13,Increasing,11.0,0.009002776939050858,11998,37.90948148148148,acrylic,11
14,Increasing,11.0,0.009662547447854594,12002,38.45563025210084,acrylic,11
15,Increasing,11.0,0.010081469629389156,11998,38.095905511811026,acrylic,11
16,Increasing,16.0,0.01155532702404669,11732,40.72761194029851,acrylic,16
17,Increasing,16.0,0.012822447691796577,11998,40.98236220472441,acrylic,16
18,Increasing,16.0,0.014134941610506963,12002,40.84143939393939,acrylic,16
19,Increasing,16.0,0.01514883388694956,11998,40.922148148148146,acrylic,16
20,Increasing,16.0,0.016456009642684222,12002,40.80393103448276,acrylic,16
21,Increasing,21.0,0.017386161960468688,11644,42.80717391304348,acrylic,21
22,Increasing,21.0,0.018778830453768828,12002,43.14432835820896,acrylic,21
23,Increasing,21.0,0.02026434257063176,11998,42.98338582677166,acrylic,21
24,Increasing,21.0,0.02140697126465887,12002,43.23625,acrylic,21
25,Increasing,21.0,0.02320242784359441,11998,43.27753424657534,acrylic,21
26,Increasing,26.0,0.023875564642089703,11562,45.19271428571428,acrylic,26
27,Increasing,26.0,0.025310603680360214,12000,45.41939189189189,acrylic,26
28,Increasing,26.0,0.027160117656953954,12002,45.33128571428571,acrylic,26
29,Increasing,26.0,0.02859168365890588,11998,45.45239436619718,acrylic,26
30,Increasing,26.0,0.029401762460444746,11998,45.422517482517485,acrylic,26
31,Decreasing,26.0,0.030635237250114654,11474,45.44297872340425,acrylic,26
32,Decreasing,26.0,0.031041837865677435,12000,45.517375886524825,acrylic,26
33,Decreasing,26.0,0.0326652135652562,12000,45.83068027210884,acrylic,26
34,Decreasing,26.0,0.03285837164941567,11998,45.51777777777778,acrylic,26
35,Decreasing,26.0,0.03350146652813009,12002,45.985,acrylic,26
36,Decreasing,21.0,0.03421070564286616,11392,43.965,acrylic,21
37,Decreasing,21.0,0.03440869096767842,11998,43.93153846153846,acrylic,21
38,Decreasing,21.0,0.03395289183898971,11998,44.13337748344371,acrylic,21
39,Decreasing,21.0,0.03448913637424114,11998,44.053243243243244,acrylic,21
40,Decreasing,21.0,0.03498502014849092,12004,43.84807947019868,acrylic,21
41,Decreasing,16.0,0.034534902615817556,11300,42.50113475177305,acrylic,16
42,Decreasing,16.0,0.033629912219083506,12000,42.42328571428572,acrylic,16
43,Decreasing,16.0,0.03406695737346049,12002,42.41595890410959,acrylic,16
44,Decreasing,16.0,0.03362784095958896,11998,42.13434482758621,acrylic,16
45,Decreasing,16.0,0.03368299456498849,12002,42.17697183098591,acrylic,16
46,Decreasing,11.0,0.033498152724819485,11222,39.9424060150376,acrylic,11
47,Decreasing,11.0,0.03240089939624646,12002,39.87414285714286,acrylic,11
48,Decreasing,11.0,0.03232065567174054,11998,39.73923076923077,acrylic,11
49,Decreasing,11.0,0.03173321762667339,12002,39.59472602739726,acrylic,11
50,Decreasing,11.0,0.031718883820535906,11998,39.951884057971014,acrylic,11
51,Decreasing,6.0,0.030617874526455653,11130,36.64686956521739,acrylic,6
52,Decreasing,6.0,0.02967794338198758,11998,36.398359375,acrylic,6
53,Decreasing,6.0,0.02949859823551772,12004,35.94007874015748,acrylic,6
54,Decreasing,6.0,0.02916124989851895,11998,36.42343511450382,acrylic,6
55,Decreasing,6.0,0.028675118612374886,12002,36.37756302521009,acrylic,6
56,Decreasing,1.0,0.022942585640311864,11048,35.15702702702703,acrylic,1
57,Decreasing,1.0,0.023204700361023064,12000,32.27065217391304,acrylic,1
58,Decreasing,1.0,0.022856893673682713,12000,32.93551020408163,acrylic,1
59,Decreasing,1.0,0.022332461871784257,12000,33.121403508771934,acrylic,1
60,Decreasing,1.0,0.02247965207677277,11998,33.445853658536585,acrylic,1
1,Increasing,1.0,0.0046264346449296865,11998,32.77607142857143,acrylic,1
2,Increasing,1.0,0.0038884302460222165,11998,32.08203703703704,acrylic,1
3,Increasing,1.0,0.0039007356597193813,12002,32.21351851851852,acrylic,1
4,Increasing,1.0,0.003603435539496619,12000,31.822,acrylic,1
5,Increasing,1.0,0.003559308869445292,11996,32.46340425531915,acrylic,1
6,Increasing,6.0,0.003184415614913686,11932,35.058103448275865,acrylic,6
7,Increasing,6.0,0.003891840092063715,12000,34.87230769230769,acrylic,6
8,Increasing,6.0,0.00487807290050817,11998,34.693571428571424,acrylic,6
9,Increasing,6.0,0.005642771651058743,12000,34.820593220338985,acrylic,6
10,Increasing,6.0,0.006512862158427559,11998,35.49254098360656,acrylic,6
11,Increasing,11.0,0.008715793303727383,11854,38.42896,acrylic,11
12,Increasing,11.0,0.009508262786527654,12000,38.37520325203252,acrylic,11
13,Increasing,11.0,0.011091052950215003,12000,38.858790322580646,acrylic,11
14,Increasing,11.0,0.012512085379215521,12002,38.459669421487604,acrylic,11
15,Increasing,11.0,0.014224988827929684,11998,38.79792592592593,acrylic,11
16,Increasing,16.0,0.016061449927665106,11746,41.04223021582734,acrylic,16
17,Increasing,16.0,0.018178058004228403,11998,40.97328358208955,acrylic,16
18,Increasing,16.0,0.019689545165647963,12002,41.29993006993007,acrylic,16
19,Increasing,16.0,0.02120799039114385,11996,41.29255813953488,acrylic,16
20,Increasing,16.0,0.02250842716948428,12002,41.283305785123964,acrylic,16
21,Increasing,21.0,0.02463434937202136,11656,43.0614598540146,acrylic,21
22,Increasing,21.0,0.026086495473217928,12000,43.11328467153285,acrylic,21
23,Increasing,21.0,0.027329137444182066,12000,43.37264705882353,acrylic,21
24,Increasing,21.0,0.028809259778363593,11998,43.37020833333334,acrylic,21
25,Increasing,21.0,0.030157568937645724,12002,43.41443661971831,acrylic,21
26,Increasing,26.0,0.031301818928654315,11566,45.665539568345324,acrylic,26
27,Increasing,26.0,0.03300252365936527,12002,45.62397260273973,acrylic,26
28,Increasing,26.0,0.034177092589171953,11998,45.63179856115108,acrylic,26
29,Increasing,26.0,0.03539790632162948,12002,45.77725490196079,acrylic,26
30,Increasing,26.0,0.03628500779789096,11998,46.12037974683544,acrylic,26
31,Decreasing,26.0,0.036874208784231075,11494,45.95024844720497,acrylic,26
32,Decreasing,26.0,0.03801059133663919,11998,46.60042424242424,acrylic,26
33,Decreasing,26.0,0.03823729077278573,12002,46.45802325581395,acrylic,26
34,Decreasing,26.0,0.03894611640960798,11998,46.263575418994414,acrylic,26
35,Decreasing,26.0,0.03890714647464804,12002,46.503465909090906,acrylic,26
36,Decreasing,21.0,0.03985478250318719,11422,45.26529032258065,acrylic,21
37,Decreasing,21.0,0.03975695788161353,11998,45.260670731707314,acrylic,21
38,Decreasing,21.0,0.03960032056301773,12002,45.47614457831325,acrylic,21
39,Decreasing,21.0,0.03990781725323391,11998,45.3723125,acrylic,21
40,Decreasing,21.0,0.03983065235457455,12002,45.6790303030303,acrylic,21
41,Decreasing,16.0,0.039875198099068,11346,43.784394904458594,acrylic,16
42,Decreasing,16.0,0.03909579108180265,12000,43.83936305732484,acrylic,16
43,Decreasing,16.0,0.03900862999906222,11998,43.790184049079755,acrylic,16
44,Decreasing,16.0,0.03876617537547863,12002,43.69342696629214,acrylic,16
45,Decreasing,16.0,0.03869648419582774,12002,43.6967816091954,acrylic,16
46,Decreasing,11.0,0.03885407361881176,11248,40.860866666666666,acrylic,11
47,Decreasing,11.0,0.03740683762855588,11998,40.89365269461078,acrylic,11
48,Decreasing,11.0,0.03728465768147871,12002,40.890259740259744,acrylic,11
49,Decreasing,11.0,0.03657262913076737,12000,40.953899371069184,acrylic,11
50,Decreasing,11.0,0.03615998232519002,11996,40.432662337662336,acrylic,11
51,Decreasing,6.0,0.0347821639393173,11166,37.36107913669064,acrylic,6
52,Decreasing,6.0,0.03361451590460526,12000,37.619609375,acrylic,6
53,Decreasing,6.0,0.033470117827137796,12000,37.071865671641795,acrylic,6
54,Decreasing,6.0,0.03287776862199006,11998,37.050709219858156,acrylic,6
55,Decreasing,6.0,0.03219116342382419,12002,37.14890510948905,acrylic,6
56,Decreasing,1.0,0.02471930851384541,11068,32.83909090909091,acrylic,1
57,Decreasing,1.0,0.025456221454470164,11998,34.70777777777778,acrylic,1
58,Decreasing,1.0,0.024859072481294063,12000,33.672916666666666,acrylic,1
59,Decreasing,1.0,0.02506779878127829,12000,35.01555555555556,acrylic,1
60,Decreasing,1.0,0.024453425751417363,12002,34.70025641025641,acrylic,1
1,Increasing,1.0,0.0028472495331669898,12000,34.43875,nylon,1
2,Increasing,1.0,0.002710506305794126,11998,34.919375,nylon,1
3,Increasing,1.0,0.002360646163002909,12002,32.52717391304348,nylon,1
4,Increasing,1.0,0.0026237006278885954,11998,33.429302325581396,nylon,1
5,Increasing,1.0,0.0032014924526703667,11998,33.827999999999996,nylon,1
6,Increasing,6.0,0.005118610392197942,11906,34.02762886597938,nylon,6
