minute_bin,direction,motor_speed,voltage_std,sample_count,angle_mean,material,grouped_speed
35,Decreasing,26.0,0.05170205685814146,11998,50.21836206896552,acetal,26
36,Decreasing,21.0,0.05405227255794007,11376,48.24733333333334,acetal,21
37,Decreasing,21.0,0.05469195355320574,11996,49.01733944954129,acetal,21
38,Decreasing,21.0,0.05535239502272154,12004,49.29908256880734,acetal,21
39,Decreasing,21.0,0.05652517239050884,12000,50.14745283018868,acetal,21
40,Decreasing,21.0,0.056270680627134,11996,50.06842105263158,acetal,21
41,Decreasing,16.0,0.05725273855578991,11280,48.7321875,acetal,16
42,Decreasing,16.0,0.058363576814061416,11998,49.15650485436893,acetal,16
43,Decreasing,16.0,0.05912788806827652,12000,49.79628865979381,acetal,16
44,Decreasing,16.0,0.059887589228728305,12000,50.7540404040404,acetal,16
45,Decreasing,16.0,0.059411972926628386,11996,51.064563106796115,acetal,16
46,Decreasing,11.0,0.06119190287263958,11198,49.70096385542169,acetal,11
47,Decreasing,11.0,0.06292281990505534,11998,51.83808988764045,acetal,11
48,Decreasing,11.0,0.0642347489893588,12002,53.03976744186047,acetal,11
49,Decreasing,11.0,0.06448967297833634,12000,53.42376344086021,acetal,11
50,Decreasing,11.0,0.06575324445750341,11994,55.35206896551724,acetal,11
51,Decreasing,6.0,0.06626473631477388,11100,55.12066666666667,acetal,6
52,Decreasing,6.0,0.0682919488559391,12002,56.13485714285714,acetal,6
53,Decreasing,6.0,0.07002024263354019,11998,54.919420289855076,acetal,6
54,Decreasing,6.0,0.06973348072247115,12002,54.96013157894737,acetal,6
55,Decreasing,6.0,0.06928383684506864,11998,56.73159090909091,acetal,6
56,Decreasing,1.0,0.06808749644364069,11004,50.541818181818186,acetal,1
57,Decreasing,1.0,0.06793199863955533,12002,49.83875,acetal,1
58,Decreasing,1.0,0.06685053767782397,11998,52.01416666666666,acetal,1
59,Decreasing,1.0,0.06533692920283064,12000,49.12237288135593,acetal,1
60,Decreasing,1.0,0.0673170754605157,11992,49.45238095238095,acetal,1
1,Increasing,1.0,0.0046368143797770964,12000,33.35516129032258,acetal,1
2,Increasing,1.0,0.007103867660028078,11998,33.5875,acetal,1
3,Increasing,1.0,0.009226852979197713,12002,32.28606060606061,acetal,1
4,Increasing,1.0,0.011435344449047806,11998,32.0040625,acetal,1
5,Increasing,1.0,0.013211508253870881,12002,31.80441176470588,acetal,1
6,Increasing,6.0,0.019853699368923873,11914,33.77428571428571,acetal,6
7,Increasing,6.0,0.02850442371995825,12002,34.857875,acetal,6
8,Increasing,6.0,0.036283400824281206,11998,35.37916666666667,acetal,6
9,Increasing,6.0,0.0434867236001641,11998,35.7575,acetal,6
10,Increasing,6.0,0.04858679880754099,12002,36.922250000000005,acetal,6
11,Increasing,11.0,0.05355015139740418,11812,40.77783505154639,acetal,11
12,Increasing,11.0,0.05699024249421812,11998,40.77160377358491,acetal,11
13,Increasing,11.0,0.059323372018824386,12000,40.89708737864078,acetal,11
14,Increasing,11.0,0.06034178851275319,11998,41.145,acetal,11
15,Increasing,11.0,0.06216523843323818,12002,41.26086956521739,acetal,11
16,Increasing,16.0,0.06185148473018051,11708,43.577777777777776,acetal,16
17,Increasing,16.0,0.06070421609835732,12004,43.72422018348623,acetal,16
18,Increasing,16.0,0.060379635274426295,11996,43.645229357798165,acetal,16
19,Increasing,16.0,0.061138989699244285,12002,44.03704761904762,acetal,16
20,Increasing,16.0,0.060673313755020095,11998,44.2749504950495,acetal,16
21,Increasing,21.0,0.06006894522817842,11636,46.635210084033616,acetal,21
22,Increasing,21.0,0.058084826443521455,11998,46.509549549549554,acetal,21
23,Increasing,21.0,0.05760859195316513,12002,46.64594827586207,acetal,21
24,Increasing,21.0,0.057784773005727486,11998,46.830877192982456,acetal,21
25,Increasing,21.0,0.05812804585250472,12002,47.47915966386555,acetal,21
26,Increasing,26.0,0.05630608375047409,11532,49.75361344537816,acetal,26
27,Increasing,26.0,0.05514977046256938,12000,49.52949579831933,acetal,26
28,Increasing,26.0,0.05443317633793163,11998,50.047931034482765,acetal,26
29,Increasing,26.0,0.0540175076723765,12002,50.4769298245614,acetal,26
30,Increasing,26.0,0.05430595752960302,11996,50.44558333333334,acetal,26
31,Decreasing,26.0,0.05473187720981897,11444,51.11858490566038,acetal,26
32,Decreasing,26.0,0.0554532387524814,12000,51.35232142857143,acetal,26
33,Decreasing,26.0,0.053891084192087206,12000,51.766396396396395,acetal,26
34,Decreasing,26.0,0.054404371990182665,12000,52.05475,acetal,26
35,Decreasing,26.0,0.05448994555993249,11998,52.46273504273505,acetal,26
36,Decreasing,21.0,0.05507289877517511,11358,50.743092783505155,acetal,21
37,Decreasing,21.0,0.05736579378967166,12004,52.29634615384615,acetal,21
38,Decreasing,21.0,0.05822275659621999,11996,52.63904761904762,acetal,21
39,Decreasing,21.0,0.058201105670117007,12000,54.10072164948454,acetal,21
40,Decreasing,21.0,0.05811280472299518,12000,55.01390000000001,acetal,21
41,Decreasing,16.0,0.0599977862284217,11248,53.2887912087912,acetal,16
42,Decreasing,16.0,0.06149611532683787,12000,55.123666666666665,acetal,16
43,Decreasing,16.0,0.06173340631502702,12002,56.84602409638555,acetal,16
44,Decreasing,16.0,0.062464214172721154,11998,58.378085106382976,acetal,16
45,Decreasing,16.0,0.06358784760048689,12002,58.789125,acetal,16
46,Decreasing,11.0,0.06513906845051226,11172,57.650800000000004,acetal,11
47,Decreasing,11.0,0.06676726899451585,12002,57.4883950617284,acetal,11
48,Decreasing,11.0,0.06751147032494047,11998,60.42240506329114,acetal,11
49,Decreasing,11.0,0.06796967476332892,12002,59.96142857142858,acetal,11
50,Decreasing,11.0,0.06735348569327457,11998,61.85325301204819,acetal,11
51,Decreasing,6.0,0.06712905321091808,11098,57.17913043478261,acetal,6
52,Decreasing,6.0,0.06759542314927168,12002,58.201499999999996,acetal,6
53,Decreasing,6.0,0.0673605121421905,11998,57.87512195121951,acetal,6
54,Decreasing,6.0,0.06652470732626199,12000,59.427126436781606,acetal,6
55,Decreasing,6.0,0.06649189067302069,12000,60.239010989010985,acetal,6
56,Decreasing,1.0,0.06319836825095616,11006,51.092200000000005,acetal,1
57,Decreasing,1.0,0.065508359741789,12000,54.12983870967742,acetal,1
58,Decreasing,1.0,0.06691220963781376,12000,54.337659574468084,acetal,1
59,Decreasing,1.0,0.06306326740053296,12000,53.85595744680851,acetal,1
60,Decreasing,1.0,0.060883996721810815,12000,53.3225,acetal,1
1,Increasing,1.0,0.004721546831786037,12000,33.07370370370371,acetal,1
2,Increasing,1.0,0.004245177021215496,12000,30.461707317073174,acetal,1
3,Increasing,1.0,0.005561173919916432,12002,31.757878787878788,acetal,1
4,Increasing,1.0,0.007881598334698429,11998,32.99322580645161,acetal,1
5,Increasing,1.0,0.010129272264437706,12002,31.84029411764706,acetal,1
6,Increasing,6.0,0.015840044959676374,11896,33.32525641025641,acetal,6
7,Increasing,6.0,0.02391445002933968,12002,34.133428571428574,acetal,6
8,Increasing,6.0,0.02995514193195944,11998,34.55171052631579,acetal,6
9,Increasing,6.0,0.03631741629451598,12002,35.10028169014085,acetal,6
10,Increasing,6.0,0.04091305610878209,11998,36.560634920634925,acetal,6
11,Increasing,11.0,0.04706851534947792,11794,39.61604395604395,acetal,11
12,Increasing,11.0,0.047989262596183864,11998,39.62763440860215,acetal,11
13,Increasing,11.0,0.05082767992126393,12002,39.86954545454545,acetal,11
14,Increasing,11.0,0.05126973998506329,11998,39.764146341463416,acetal,11
15,Increasing,11.0,0.0530858800243321,12002,39.49956989247312,acetal,11
16,Increasing,16.0,0.05296942090477217,11676,41.94393258426967,acetal,16
17,Increasing,16.0,0.05299681775301903,12002,41.73197916666667,acetal,16
18,Increasing,16.0,0.053585507629576506,12002,42.18585106382979,acetal,16
19,Increasing,16.0,0.053411818710058644,11998,42.282978723404256,acetal,16
20,Increasing,16.0,0.054421071755262417,11998,42.020108695652176,acetal,16
21,Increasing,21.0,0.054155219485565294,11582,43.99247524752475,acetal,21
22,Increasing,21.0,0.0532943914236322,12002,44.33702702702703,acetal,21
23,Increasing,21.0,0.0533877220317337,12000,44.13252252252252,acetal,21
24,Increasing,21.0,0.054256871128946144,12002,44.43120967741935,acetal,21
25,Increasing,21.0,0.05514233256471134,11998,44.87459459459459,acetal,21
26,Increasing,26.0,0.05453322994976843,11482,47.11180327868853,acetal,26
27,Increasing,26.0,0.05246418815264565,12002,47.106147540983606,acetal,26
28,Increasing,26.0,0.05301990143349984,11998,47.088837209302326,acetal,26
29,Increasing,26.0,0.05236432539601791,12002,47.51033333333333,acetal,26
30,Increasing,26.0,0.05237016260162879,11998,47.48763358778626,acetal,26
31,Decreasing,26.0,0.05274120929264931,11394,48.01533898305085,acetal,26
32,Decreasing,26.0,0.05254673463926894,12000,48.35084615384615,acetal,26
33,Decreasing,26.0,0.0528524350334591,12000,48.55532786885246,acetal,26
34,Decreasing,26.0,0.05334825933910549,12002,49.09148760330578,acetal,26
35,Decreasing,26.0,0.0528964028468303,12000,48.95384615384615,acetal,26
36,Decreasing,21.0,0.053964400010752644,11308,47.29357142857143,acetal,21
37,Decreasing,21.0,0.05572447191577846,11998,48.3290350877193,acetal,21
38,Decreasing,21.0,0.05672860913570357,12000,48.73893805309734,acetal,21
39,Decreasing,21.0,0.05639456892530007,12002,48.95790909090909,acetal,21
40,Decreasing,21.0,0.05617085718357678,11996,49.07342105263158,acetal,21
41,Decreasing,16.0,0.05863651125199972,11228,47.55265306122449,acetal,16
42,Decreasing,16.0,0.05976764720774277,11994,48.93557692307692,acetal,16
43,Decreasing,16.0,0.059432808030115386,12002,48.80825242718446,acetal,16
44,Decreasing,16.0,0.05954326550102051,11998,49.12050505050505,acetal,16
45,Decreasing,16.0,0.059322247552215095,11998,50.05855670103093,acetal,16
46,Decreasing,11.0,0.061377094713044415,11138,48.68989583333333,acetal,11
47,Decreasing,11.0,0.06273442219388295,11998,49.6581914893617,acetal,11
48,Decreasing,11.0,0.06258949490755313,11998,50.01,acetal,11
49,Decreasing,11.0,0.06375632523469535,12002,51.30175257731959,acetal,11
50,Decreasing,11.0,0.06268561295036877,11998,51.95386363636363,acetal,11
51,Decreasing,6.0,0.06358495690100009,11038,51.075,acetal,6
52,Decreasing,6.0,0.06483747841418193,12000,52.06298850574712,acetal,6
53,Decreasing,6.0,0.06426274419997877,12000,52.936627906976746,acetal,6
54,Decreasing,6.0,0.06645427561927633,12002,53.676086956521736,acetal,6
55,Decreasing,6.0,0.0672488112872416,11998,54.050990099009894,acetal,6
56,Decreasing,1.0,0.06594092893676004,10938,50.32868852459017,acetal,1
57,Decreasing,1.0,0.06208286736843012,12000,50.365660377358495,acetal,1
58,Decreasing,1.0,0.06584734637823915,12000,52.671086956521734,acetal,1
59,Decreasing,1.0,0.06394176156654933,11998,51.41764705882353,acetal,1
60,Decreasing,1.0,0.061660732842773916,12002,52.40268292682927,acetal,1
1,Increasing,1.0,0.004806270333123795,12002,31.15809523809524,acrylic,1
2,Increasing,1.0,0.004759416793847729,12000,31.44469387755102,acrylic,1
3,Increasing,1.0,0.004461918407762357,12002,30.34265306122449,acrylic,1
4,Increasing,1.0,0.003560239116091907,11998,31.308297872340425,acrylic,1
5,Increasing,1.0,0.004220560192403209,12002,30.556415094339624,acrylic,1
6,Increasing,6.0,0.005384599629931374,11928,34.243027522935776,acrylic,6
7,Increasing,6.0,0.007353596897313297,12000,35.01676190476191,acrylic,6
8,Increasing,6.0,0.008740839098241842,12002,36.72596153846154,acrylic,6
9,Increasing,6.0,0.010838704936778363,11998,36.67433962264151,acrylic,6
10,Increasing,6.0,0.0122259399957865,12002,37.582522522522524,acrylic,6
11,Increasing,11.0,0.015031875827520086,11858,42.01,acrylic,11
12,Increasing,11.0,0.018411918923931955,12002,44.188770491803275,acrylic,11
13,Increasing,11.0,0.02174943990904846,11998,45.466640625,acrylic,11
14,Increasing,11.0,0.025362714533590354,11998,46.34389830508474,acrylic,11
15,Increasing,11.0,0.029175876299644007,12002,47.83265151515151,acrylic,11
16,Increasing,16.0,0.03320966486358776,11788,51.96858108108108,acrylic,16
17,Increasing,16.0,0.038118054626148985,12002,51.93903614457831,acrylic,16
18,Increasing,16.0,0.0422195449670372,11998,51.32518072289157,acrylic,16
19,Increasing,16.0,0.045720765554766826,12002,50.98842105263157,acrylic,16
20,Increasing,16.0,0.04912804849191536,11998,50.626755319148934,acrylic,16
21,Increasing,21.0,0.052365502363225305,11720,53.56974358974359,acrylic,21
22,Increasing,21.0,0.05660367683324612,11998,52.117014925373134,acrylic,21
23,Increasing,21.0,0.05996893062301939,12002,51.98935135135135,acrylic,21
24,Increasing,21.0,0.0625230656226485,11998,51.11860215053763,acrylic,21
25,Increasing,21.0,0.064535126697935,12002,50.72450980392156,acrylic,21
26,Increasing,26.0,0.06506909418589003,11626,53.50568421052632,acrylic,26
27,Increasing,26.0,0.06670291197191766,12002,52.85626315789474,acrylic,26
28,Increasing,26.0,0.06673039801258027,11998,52.59251308900524,acrylic,26
29,Increasing,26.0,0.06711086321354884,11998,51.89917525773196,acrylic,26
30,Increasing,26.0,0.06693374638530095,12002,52.16094444444444,acrylic,26
31,Decreasing,26.0,0.06631802954857231,11548,52.46271186440678,acrylic,26
32,Decreasing,26.0,0.0669974174426198,11998,51.4255376344086,acrylic,26
33,Decreasing,26.0,0.06816643986988755,12002,51.40899441340782,acrylic,26
34,Decreasing,26.0,0.07214287274653217,11998,51.03917582417582,acrylic,26
35,Decreasing,26.0,0.06874071879988686,12002,51.321443850267386,acrylic,26
36,Decreasing,21.0,0.06619235148299778,11468,48.60355555555555,acrylic,21
37,Decreasing,21.0,0.06702466998906405,12000,48.91375,acrylic,21
38,Decreasing,21.0,0.0674662256357638,12000,48.730106382978725,acrylic,21
39,Decreasing,21.0,0.06407654621147829,12002,48.80770053475936,acrylic,21
40,Decreasing,21.0,0.06618116435100263,12000,48.910666666666664,acrylic,21
41,Decreasing,16.0,0.06630038795694831,11378,45.22229050279329,acrylic,16
42,Decreasing,16.0,0.0658588059715378,11998,45.17851648351648,acrylic,16
43,Decreasing,16.0,0.06556721103630354,12002,45.511864406779665,acrylic,16
44,Decreasing,16.0,0.06565717775575226,11998,45.27789189189189,acrylic,16
45,Decreasing,16.0,0.06818766458255686,12000,45.186184971098264,acrylic,16
46,Decreasing,11.0,0.07028769269717461,11296,40.822160493827155,acrylic,11
47,Decreasing,11.0,0.06705075866696968,12002,41.230357142857144,acrylic,11
48,Decreasing,11.0,0.06640840229164749,11998,40.765597484276725,acrylic,11
49,Decreasing,11.0,0.06633985059102863,12002,40.46435582822085,acrylic,11
50,Decreasing,11.0,0.06664768873937695,11998,40.81386904761904,acrylic,11
51,Decreasing,6.0,0.06669184358178383,11220,35.19646258503401,acrylic,6
52,Decreasing,6.0,0.06432820922590497,11998,35.18226993865031,acrylic,6
53,Decreasing,6.0,0.06436825707987091,11998,35.72533742331288,acrylic,6
54,Decreasing,6.0,0.061727010229133766,12002,35.49843373493976,acrylic,6
55,Decreasing,6.0,0.0626352844262492,11998,35.46558282208589,acrylic,6
56,Decreasing,1.0,0.061036462132035535,11152,27.42179775280899,acrylic,1
57,Decreasing,1.0,0.061265273292448554,11998,27.252134831460676,acrylic,1
58,Decreasing,1.0,0.060701726308212293,11998,27.878666666666668,acrylic,1
59,Decreasing,1.0,0.060858186207498846,12002,28.195180722891564,acrylic,1
60,Decreasing,1.0,0.05761926383897658,12000,28.103837209302323,acrylic,1
1,Increasing,1.0,0.0027273252889992894,12002,34.620416666666664,acrylic,1
2,Increasing,1.0,0.00327588536506681,12000,35.18222222222222,acrylic,1
3,Increasing,1.0,0.003134221166089261,11998,33.63775510204081,acrylic,1
4,Increasing,1.0,0.003433638327646849,12002,35.68936170212766,acrylic,1
5,Increasing,1.0,0.0035698149188906508,11998,33.713793103448275,acrylic,1
6,Increasing,6.0,0.004161456964099366,11904,38.06419847328244,acrylic,6
7,Increasing,6.0,0.005228437793123913,12004,38.08576923076923,acrylic,6
8,Increasing,6.0,0.0061807602100207885,11998,37.958333333333336,acrylic,6
9,Increasing,6.0,0.006820800457179691,12002,37.950409836065575,acrylic,6
10,Increasing,6.0,0.007813319122155576,12000,38.10008333333334,acrylic,6
11,Increasing,11.0,0.009102047507047484,11830,41.89852459016393,acrylic,11
12,Increasing,11.0,0.011037022811335458,12004,42.08229007633587,acrylic,11
13,Increasing,11.0,0.012577210945281815,11996,41.932519685039374,acrylic,11
14,Increasing,11.0,0.014108210512251553,12002,41.87783582089552,acrylic,11
15,Increasing,11.0,0.015071786382350238,11998,41.98392307692308,acrylic,11
16,Increasing,16.0,0.016900944361640923,11736,45.345206611570255,acrylic,16
17,Increasing,16.0,0.019230475341377385,12000,45.550625,acrylic,16
18,Increasing,16.0,0.020864736859027334,12000,45.43798449612403,acrylic,16
19,Increasing,16.0,0.0222833397739989,11998,45.40072580645161,acrylic,16
20,Increasing,16.0,0.023593744422295854,12002,45.57545454545455,acrylic,16
21,Increasing,21.0,0.025324834094146154,11630,48.31923076923077,acrylic,21
22,Increasing,21.0,0.027459696352756836,12002,48.21496240601504,acrylic,21
23,Increasing,21.0,0.029238211581414618,12000,48.14486111111111,acrylic,21
24,Increasing,21.0,0.03083310722760051,12000,48.17164179104478,acrylic,21
25,Increasing,21.0,0.032006765548859784,11996,47.99240875912409,acrylic,21
26,Increasing,26.0,0.03418947318779256,11550,50.96774647887324,acrylic,26
27,Increasing,26.0,0.03654198198031002,12000,51.133691275167784,acrylic,26
28,Increasing,26.0,0.03840370647990223,12000,51.15864285714286,acrylic,26
29,Increasing,26.0,0.03969912333726854,12000,50.67118421052632,acrylic,26
30,Increasing,26.0,0.04142672725758688,12000,50.8192,acrylic,26
31,Decreasing,26.0,0.04247367549239294,11468,50.36244897959183,acrylic,26
32,Decreasing,26.0,0.043222307956191953,11998,48.21149659863946,acrylic,26
33,Decreasing,26.0,0.04270491566774953,12000,47.97085106382979,acrylic,26
34,Decreasing,26.0,0.04201904873094091,12000,47.47678321678322,acrylic,26
35,Decreasing,26.0,0.04147784307461243,12000,47.106344827586206,acrylic,26
36,Decreasing,21.0,0.041867333910086,11386,45.151119402985074,acrylic,21
37,Decreasing,21.0,0.0412340850891149,12000,45.08523178807947,acrylic,21
38,Decreasing,21.0,0.04085084179600787,11998,44.85286713286713,acrylic,21
39,Decreasing,21.0,0.04018858084162426,12004,44.838724832214766,acrylic,21
40,Decreasing,21.0,0.039618074556868325,11996,44.98683870967742,acrylic,21
41,Decreasing,16.0,0.039685026543166566,11294,42.56896774193548,acrylic,16
42,Decreasing,16.0,0.0386634398780157,12000,42.721266666666665,acrylic,16
43,Decreasing,16.0,0.038008682353249154,12000,42.91570469798658,acrylic,16
44,Decreasing,16.0,0.03772055026509133,12000,42.7294,acrylic,16
45,Decreasing,16.0,0.037355251123095075,12002,42.89568345323741,acrylic,16
46,Decreasing,11.0,0.0372534729243501,11200,40.071278195488716,acrylic,11
47,Decreasing,11.0,0.03583196917654803,11998,39.68693430656934,acrylic,11
48,Decreasing,11.0,0.03619873105515679,12002,39.761102941176475,acrylic,11
49,Decreasing,11.0,0.035097794948964006,11998,39.524685314685314,acrylic,11
50,Decreasing,11.0,0.034717475832845186,12002,39.77934306569343,acrylic,11
51,Decreasing,6.0,0.03379847718038138,11110,35.6753125,acrylic,6
52,Decreasing,6.0,0.03308416405867757,12002,35.85959677419355,acrylic,6
53,Decreasing,6.0,0.03270163210993091,11998,35.25566176470588,acrylic,6
54,Decreasing,6.0,0.03162215001367777,12002,35.678046875,acrylic,6
55,Decreasing,6.0,0.03133136280640722,11998,35.68921259842519,acrylic,6
56,Decreasing,1.0,0.029210733075853118,11012,31.37709090909091,acrylic,1
57,Decreasing,1.0,0.02939681669918033,11998,30.718888888888884,acrylic,1
58,Decreasing,1.0,0.029349763097439193,12002,30.976086956521737,acrylic,1
59,Decreasing,1.0,0.028967647020453353,11998,31.245970149253733,acrylic,1
60,Decreasing,1.0,0.02981471271252496,12002,30.54191176470588,acrylic,1
1,Increasing,1.0,0.002768380912359558,12000,32.74370370370371,acrylic,1
2,Increasing,1.0,0.0024706712661995466,12002,31.451666666666664,acrylic,1
3,Increasing,1.0,0.0025341017156978976,12000,32.255,acrylic,1
4,Increasing,1.0,0.0025895607036823375,12000,31.93723404255319,acrylic,1
5,Increasing,1.0,0.0024827021715691936,12000,32.18489795918367,acrylic,1
6,Increasing,6.0,0.002922486645624848,11920,35.465431034482755,acrylic,6
7,Increasing,6.0,0.0035092892478154926,12002,35.51958333333334,acrylic,6
8,Increasing,6.0,0.003913157588754677,11998,35.38201612903226,acrylic,6
9,Increasing,6.0,0.004285905439038494,12000,35.466727272727276,acrylic,6
10,Increasing,6.0,0.00453753437676603,12000,35.568125,acrylic,6
11,Increasing,11.0,0.005477718079064643,11846,39.5521875,acrylic,11
12,Increasing,11.0,0.00672713403003479,11998,39.83798319327731,acrylic,11
13,Increasing,11.0,0.007527620894972834,12002,39.90280991735537,acrylic,11
14,Increasing,11.0,0.00872701440441276,11998,39.6534188034188,acrylic,11
15,Increasing,11.0,0.009751630216568396,12002,39.68178861788618,acrylic,11
16,Increasing,16.0,0.010964638523392066,11728,42.786638655462184,acrylic,16
17,Increasing,16.0,0.012214067190550244,12002,42.901311475409834,acrylic,16
18,Increasing,16.0,0.014293371061257457,11998,42.674696969696974,acrylic,16
19,Increasing,16.0,0.015373063234629622,12002,42.989230769230765,acrylic,16
20,Increasing,16.0,0.01669738784261209,11998,42.931916666666666,acrylic,16
21,Increasing,21.0,0.018792413415841296,11636,45.55303278688525,acrylic,21
22,Increasing,21.0,0.02049073533245589,11998,45.20424242424242,acrylic,21
23,Increasing,21.0,0.0221917837945733,11998,45.6996875,acrylic,21
24,Increasing,21.0,0.02384137201141508,12002,46.1578125,acrylic,21
25,Increasing,21.0,0.02512628188809773,11998,45.905078125,acrylic,21
26,Increasing,26.0,0.026357663437694686,11528,48.063533834586465,acrylic,26
27,Increasing,26.0,0.028644506093666935,11998,48.27420634920635,acrylic,26
28,Increasing,26.0,0.030629262257425183,12002,48.43592592592593,acrylic,26
29,Increasing,26.0,0.03231813889880059,12002,48.638515625,acrylic,26
30,Increasing,26.0,0.03384503731921492,11998,48.96024193548387,acrylic,26
31,Decreasing,26.0,0.0356048315554244,11436,48.46601503759398,acrylic,26
32,Decreasing,26.0,0.03695267350150538,11998,48.38575342465753,acrylic,26
33,Decreasing,26.0,0.0382715334329918,12002,48.668181818181814,acrylic,26
34,Decreasing,26.0,0.03914789921044764,11998,48.57662162162162,acrylic,26
35,Decreasing,26.0,0.040118750206112996,12002,48.95048611111111,acrylic,26
36,Decreasing,21.0,0.040985073945330575,11342,46.92654411764706,acrylic,21
37,Decreasing,21.0,0.04134815505387212,11998,46.29464052287582,acrylic,21
38,Decreasing,21.0,0.04158843806364072,12002,46.29527027027027,acrylic,21
39,Decreasing,21.0,0.042383314809707105,11998,46.40425531914894,acrylic,21
40,Decreasing,21.0,0.04255736122733644,12000,46.175316455696205,acrylic,21
41,Decreasing,16.0,0.04278083707830389,11258,44.05854166666667,acrylic,16
42,Decreasing,16.0,0.042505099244914656,12002,43.99849673202615,acrylic,16
43,Decreasing,16.0,0.04207733263063681,11998,43.80086419753086,acrylic,16
44,Decreasing,16.0,0.041419043685065486,12002,44.14541095890411,acrylic,16
45,Decreasing,16.0,0.041339705833851666,11998,43.80611842105263,acrylic,16
46,Decreasing,11.0,0.04155909004408155,11180,41.22387755102041,acrylic,11
47,Decreasing,11.0,0.040493601361031736,11998,41.1768275862069,acrylic,11
48,Decreasing,11.0,0.03952091336715773,12002,40.846643356643355,acrylic,11
49,Decreasing,11.0,0.0395045187189918,11998,40.72706666666667,acrylic,11
50,Decreasing,11.0,0.03909379411219862,11998,40.83406896551724,acrylic,11
51,Decreasing,6.0,0.03830730379758357,11092,36.328943089430894,acrylic,6
52,Decreasing,6.0,0.03782805432060718,12000,35.851461538461535,acrylic,6
53,Decreasing,6.0,0.03652067129286935,12000,35.8656204379562,acrylic,6
54,Decreasing,6.0,0.03624300138183956,11998,36.05963235294117,acrylic,6
55,Decreasing,6.0,0.035745367872449044,12002,36.14114754098361,acrylic,6
56,Decreasing,1.0,0.033771355979958194,10978,30.194426229508196,acrylic,1
57,Decreasing,1.0,0.033708484839696795,12002,31.00418181818182,acrylic,1
58,Decreasing,1.0,0.034408885218222336,11998,31.426666666666666,acrylic,1
59,Decreasing,1.0,0.033116003602704745,12002,31.302459016393442,acrylic,1
60,Decreasing,1.0,0.03311958298309979,11998,31.268846153846155,acrylic,1
1,Increasing,1.0,0.0026139959286212338,11998,32.58679245283019,acrylic,1
2,Increasing,1.0,0.0026654549298152004,12000,30.194776119402984,acrylic,1
3,Increasing,1.0,0.0028286928494045253,12000,32.817234042553196,acrylic,1
4,Increasing,1.0,0.002710852550164954,12000,32.32,acrylic,1
5,Increasing,1.0,0.0025214934460606802,12000,33.979523809523805,acrylic,1
6,Increasing,6.0,0.0023039973236125065,11922,35.318106060606056,acrylic,6
7,Increasing,6.0,0.0024324582233995395,12000,35.86056,acrylic,6
8,Increasing,6.0,0.002785794438272251,11996,37.26009009009009,acrylic,6
