minute_bin,direction,motor_speed,voltage_std,sample_count,angle_mean,material,grouped_speed
7,Decreasing,26.0,0.016416756607087694,11784,45.12281690140845,acrylic,26
8,Decreasing,21.0,0.01910954389418072,11750,43.54556390977444,acrylic,21
9,Decreasing,16.0,0.020917652833140357,11710,41.61062992125984,acrylic,16
10,Decreasing,11.0,0.021864437818496694,11666,38.733695652173914,acrylic,11
11,Decreasing,6.0,0.02166365178743037,11632,36.04107142857143,acrylic,6
12,Decreasing,1.0,0.017987115507167535,11598,35.82872340425532,acrylic,1
1,Increasing,1.0,0.004025689053387635,11998,31.32276595744681,acrylic,1
2,Increasing,6.0,0.0031162560924110645,11966,34.028749999999995,acrylic,6
3,Increasing,11.0,0.0035429423403513195,11938,36.57427419354839,acrylic,11
4,Increasing,16.0,0.0053945053322498075,11918,39.21077519379845,acrylic,16
5,Increasing,21.0,0.007866901603876849,11892,41.42044444444445,acrylic,21
6,Increasing,26.0,0.011069942967622853,11864,43.24280821917808,acrylic,26
7,Decreasing,26.0,0.013826339952662643,11828,43.29576923076923,acrylic,26
8,Decreasing,21.0,0.016072835171961918,11792,41.7016393442623,acrylic,21
9,Decreasing,16.0,0.01728385138439997,11764,39.95951612903225,acrylic,16
10,Decreasing,11.0,0.017846775938247246,11742,37.37860655737705,acrylic,11
11,Decreasing,6.0,0.017676799061467435,11716,34.250849056603776,acrylic,6
12,Decreasing,1.0,0.013486586759824693,11684,32.410000000000004,acrylic,1
1,Increasing,1.0,0.0033568870292733873,12002,31.57190476190476,acrylic,1
2,Increasing,6.0,0.0030976074403857687,11972,34.85725806451613,acrylic,6
3,Increasing,11.0,0.0040439952450089895,11948,37.70616541353384,acrylic,11
4,Increasing,16.0,0.006052091479741593,11918,40.3914598540146,acrylic,16
5,Increasing,21.0,0.008870446105753195,11874,42.7965873015873,acrylic,21
6,Increasing,26.0,0.01201265364921045,11840,44.840066666666665,acrylic,26
7,Decreasing,26.0,0.015042749566606409,11804,45.22592592592593,acrylic,26
8,Decreasing,21.0,0.01719274107433145,11770,42.92428571428571,acrylic,21
9,Decreasing,16.0,0.018121510045914627,11732,40.8812030075188,acrylic,16
10,Decreasing,11.0,0.018279595631667894,11704,38.2130081300813,acrylic,11
11,Decreasing,6.0,0.017300527087674142,11662,34.717983193277306,acrylic,6
12,Decreasing,1.0,0.011807702726347716,11620,32.49264150943396,acrylic,1
1,Increasing,1.0,0.003261088725735858,12000,33.690555555555555,nylon,1
2,Increasing,6.0,0.002861117712124925,11962,32.565463917525776,nylon,6
3,Increasing,11.0,0.0036344166437580518,11946,35.05268041237114,nylon,11
4,Increasing,16.0,0.006235164929433311,11926,37.052298850574715,nylon,16
5,Increasing,21.0,0.011183943564860207,11910,39.20977777777778,nylon,21
6,Increasing,26.0,0.019667156289099368,11878,44.59927927927928,nylon,26
7,Decreasing,26.0,0.024844548547307534,11830,49.3592700729927,nylon,26
8,Decreasing,21.0,0.02415138395086307,11784,48.16155555555556,nylon,21
9,Decreasing,16.0,0.021590577681684032,11736,44.87587301587301,nylon,16
10,Decreasing,11.0,0.018765534951143012,11704,41.42771653543307,nylon,11
11,Decreasing,6.0,0.015723121087134417,11664,37.983730158730154,nylon,6
12,Decreasing,1.0,0.013582361529657739,11638,37.00270833333334,nylon,1
1,Increasing,1.0,0.0030173761143685303,12000,34.349999999999994,nylon,1
2,Increasing,6.0,0.0024953566565983224,11970,33.738350515463914,nylon,6
3,Increasing,11.0,0.0035277117409925124,11928,35.88336956521739,nylon,11
4,Increasing,16.0,0.006861599636456611,11900,37.358617021276594,nylon,16
5,Increasing,21.0,0.013217616164793236,11858,40.15282828282828,nylon,21
6,Increasing,26.0,0.021701745459370744,11816,45.75666666666666,nylon,26
7,Decreasing,26.0,0.024164966203953683,11778,49.41681481481482,nylon,26
8,Decreasing,21.0,0.021635819172091224,11740,48.05323076923077,nylon,21
9,Decreasing,16.0,0.018179507906774958,11698,44.48256,nylon,16
10,Decreasing,11.0,0.01496367357484533,11666,41.369928571428574,nylon,11
11,Decreasing,6.0,0.011588339066795206,11638,38.43705882352941,nylon,6
12,Decreasing,1.0,0.008609383703519824,11604,37.5965,nylon,1
1,Increasing,1.0,0.003559506120748767,12004,34.051923076923075,nylon,1
2,Increasing,6.0,0.003371316093922214,11964,32.90294736842105,nylon,6
3,Increasing,11.0,0.0030102346712615477,11942,33.9205376344086,nylon,11
4,Increasing,16.0,0.005734335073743452,11914,36.10835164835165,nylon,16
5,Increasing,21.0,0.012145342734868116,11882,38.80040816326531,nylon,21
6,Increasing,26.0,0.02171712740393745,11842,44.10390625,nylon,26
7,Decreasing,26.0,0.026360738235906796,11812,50.206762589928054,nylon,26
8,Decreasing,21.0,0.0253882963909406,11786,48.90779411764706,nylon,21
9,Decreasing,16.0,0.02276220783226857,11740,46.20325396825397,nylon,16
10,Decreasing,11.0,0.019677199450112103,11706,42.67112,nylon,11
11,Decreasing,6.0,0.016481925186670243,11676,38.236046511627904,nylon,6
12,Decreasing,1.0,0.013700230061025548,11628,39.468823529411765,nylon,1
1,Increasing,1.0,0.010543468030098828,12002,28.486170212765956,teflon,1
2,Increasing,6.0,0.03383376241215335,11968,32.299536423841054,teflon,6
3,Increasing,11.0,0.0728387232646686,11942,34.144,teflon,11
4,Increasing,16.0,0.08996280921905604,11912,33.108227848101265,teflon,16
5,Increasing,21.0,0.09761123386548756,11882,34.98222857142857,teflon,21
6,Increasing,26.0,0.09837848599630941,11838,37.36201219512195,teflon,26
7,Decreasing,26.0,0.09893115345242885,11812,37.3433918128655,teflon,26
8,Decreasing,21.0,0.0993627762156313,11784,35.73685185185185,teflon,21
9,Decreasing,16.0,0.10041952958381989,11760,33.74384146341463,teflon,16
10,Decreasing,11.0,0.09966822061298278,11738,32.4462987012987,teflon,11
11,Decreasing,6.0,0.099423669293726,11702,30.215000000000003,teflon,6
12,Decreasing,1.0,0.07975759492721385,11662,25.938152173913043,teflon,1
1,Increasing,1.0,0.00998458231786782,12000,27.769565217391307,teflon,1
2,Increasing,6.0,0.02446214847521288,11966,28.536698113207546,teflon,6
3,Increasing,11.0,0.05456998612488848,11940,35.3791095890411,teflon,11
4,Increasing,16.0,0.0770867374715001,11908,42.21666666666667,teflon,16
5,Increasing,21.0,0.08451598575054978,11868,43.80469135802469,teflon,21
6,Increasing,26.0,0.08307670013082667,11836,44.90145454545454,teflon,26
7,Decreasing,26.0,0.0849373049834,11814,43.362011494252876,teflon,26
8,Decreasing,21.0,0.08822252917018551,11788,40.148404907975454,teflon,21
9,Decreasing,16.0,0.0902718392729228,11756,37.51177215189873,teflon,16
10,Decreasing,11.0,0.09132426879985074,11730,34.63045454545455,teflon,11
11,Decreasing,6.0,0.08788936541163414,11698,32.20775362318841,teflon,6
12,Decreasing,1.0,0.08283658596707556,11666,26.39826923076923,teflon,1
1,Increasing,1.0,0.00824846103835727,12002,27.934347826086956,teflon,1
2,Increasing,6.0,0.021199532063060706,11962,29.686836734693877,teflon,6
3,Increasing,11.0,0.04805185301627998,11936,34.50905109489051,teflon,11
4,Increasing,16.0,0.0779804526677523,11904,43.07794520547945,teflon,16
5,Increasing,21.0,0.09106419481975504,11874,44.272134146341465,teflon,21
6,Increasing,26.0,0.09035840525902558,11834,45.17711764705882,teflon,26
7,Decreasing,26.0,0.0913404227382577,11804,43.715977653631285,teflon,26
8,Decreasing,21.0,0.09358146037687085,11772,40.62767441860465,teflon,21
9,Decreasing,16.0,0.0932611929475028,11750,38.095,teflon,16
10,Decreasing,11.0,0.09133374000554689,11710,35.59815286624204,teflon,11
11,Decreasing,6.0,0.08974817772310092,11684,32.960506329113926,teflon,6
12,Decreasing,1.0,0.08363256258834294,11650,27.15021739130435,teflon,1
