index,timestamp,seq,ms,motor_angle_deg,motor_speed,CH0_volts,CH2_volts,CH3_volts,ellipse_angle_deg,ellipse_area_px2,frame_name,ch2_dv/dt,ch3_dv/dt,ch2_flag,ch3_flag
95,1760814913.4858189,99770,999222,0.0,1.0,-3.072000,0.003000,-0.000375,30.41,66112.5,1760814913413_frame_000009.jpg,0.337500,0.187500,False,False
96,1760814913.5030212,99771,999232,0.0,1.0,-3.072000,0.004500,0.000375,30.94,66132.0,1760814913413_frame_000009.jpg,0.150000,0.075000,False,False
97,1760814913.503242,99772,999242,0.0,1.0,-3.072000,0.001500,0.000000,30.94,66132.0,1760814913413_frame_000009.jpg,-0.300000,-0.037500,False,False
98,1760814913.512882,99773,999252,0.0,1.0,-3.072000,0.005250,-0.000375,30.94,66132.0,1760814913413_frame_000009.jpg,0.375000,-0.037500,False,False
99,1760814913.5398912,99774,999262,0.0,1.0,-3.072000,-0.000375,-0.000375,30.94,66132.0,1760814913517_frame_000010.jpg,-0.562500,0.000000,False,False
100,1760814913.5445685,99775,999272,0.0,1.0,-3.072000,0.000750,-0.000375,30.94,66132.0,1760814913517_frame_000010.jpg,0.112500,0.000000,False,False
101,1760814913.545836,99776,999282,0.0,1.0,-3.072000,0.000750,0.000000,30.94,66132.0,1760814913517_frame_000010.jpg,0.000000,0.037500,False,False
102,1760814913.571613,99777,999292,0.0,1.0,-3.072000,0.000000,0.000750,30.94,66132.0,1760814913517_frame_000010.jpg,-0.075000,0.075000,False,False
103,1760814913.5754592,99778,999302,0.0,1.0,-3.072000,0.002250,0.000750,30.94,66132.0,1760814913517_frame_000010.jpg,0.225000,0.000000,False,False
104,1760814913.5785382,99779,999312,0.0,1.0,-3.072000,0.001125,0.000750,30.94,66132.0,1760814913517_frame_000010.jpg,-0.112500,0.000000,False,False
105,1760814913.5932095,99780,999322,0.0,1.0,-3.072000,0.000750,0.000000,30.94,66132.0,1760814913517_frame_000010.jpg,-0.037500,-0.075000,False,False
106,1760814913.5938485,99781,999332,0.0,1.0,-3.072000,-0.000375,0.001125,30.94,66132.0,1760814913517_frame_000010.jpg,-0.112500,0.112500,False,False
107,1760814913.602908,99782,999342,0.0,1.0,-3.072000,0.001125,-0.002250,31.56,66121.5,1760814913517_frame_000010.jpg,0.150000,-0.337500,False,False
108,1760814913.6230848,99783,999352,0.0,1.0,-3.072000,0.001125,0.000000,31.56,66121.5,1760814913616_frame_000011.jpg,0.000000,0.225000,False,False
109,1760814913.6234744,99784,999362,0.0,1.0,-3.072000,0.001125,0.000750,31.56,66121.5,1760814913616_frame_000011.jpg,0.000000,0.075000,False,False
110,1760814913.6395252,99785,999372,0.0,1.0,-3.072000,-0.000375,0.002625,31.56,66121.5,1760814913616_frame_000011.jpg,-0.150000,0.187500,False,False
111,1760814913.6569254,99786,999382,0.0,1.0,-3.072000,0.001875,-0.000375,31.56,66121.5,1760814913616_frame_000011.jpg,0.225000,-0.300000,False,False
112,1760814913.6671026,99787,999392,0.0,1.0,-3.072000,-0.000375,0.000000,31.56,66121.5,1760814913616_frame_000011.jpg,-0.225000,0.037500,False,False
113,1760814913.6717668,99788,999402,0.0,1.0,-3.072000,0.006000,0.000750,31.56,66121.5,1760814913616_frame_000011.jpg,0.637500,0.075000,False,False
114,1760814913.6848755,99789,999412,0.0,1.0,-3.072000,0.006750,0.000375,31.56,66121.5,1760814913616_frame_000011.jpg,0.075000,-0.037500,False,False
115,1760814913.6856027,99790,999422,0.0,1.0,-3.072000,0.000375,0.001500,31.56,66121.5,1760814913616_frame_000011.jpg,-0.637500,0.112500,False,False
116,1760814913.693392,99791,999432,0.0,1.0,-3.072000,0.002625,0.001125,32.24,66135.0,1760814913616_frame_000011.jpg,0.225000,-0.037500,False,False
117,1760814913.7130184,99792,999442,0.0,1.0,-3.072000,0.002250,-0.000750,32.24,66135.0,1760814913616_frame_000011.jpg,-0.037500,-0.187500,False,False
118,1760814913.71326,99793,999452,0.0,1.0,-3.072000,0.000000,-0.006375,32.24,66135.0,1760814913616_frame_000011.jpg,-0.225000,-0.562500,False,False
119,1760814913.7229989,99794,999462,0.0,1.0,-3.072000,-0.000375,0.001500,32.24,66135.0,1760814913715_frame_000012.jpg,-0.037500,0.787500,False,False
120,1760814913.7471852,99795,999472,0.0,1.0,-3.072000,0.012000,0.003000,32.24,66135.0,1760814913715_frame_000012.jpg,1.237500,0.150000,True,False
121,1760814913.7495995,99796,999482,0.0,1.0,-3.072000,0.002250,0.000000,32.24,66135.0,1760814913715_frame_000012.jpg,-0.975000,-0.300000,False,False
122,1760814913.7557762,99797,999492,0.0,1.0,-3.072000,0.004125,0.003000,32.24,66135.0,1760814913715_frame_000012.jpg,0.187500,0.300000,False,False
123,1760814913.7775185,99798,999502,0.0,1.0,-3.072000,0.001125,0.000000,32.24,66135.0,1760814913715_frame_000012.jpg,-0.300000,-0.300000,False,False
124,1760814913.7799213,99799,999512,0.0,1.0,-3.072000,0.000375,0.000750,32.24,66135.0,1760814913715_frame_000012.jpg,-0.075000,0.075000,False,False
125,1760814913.7856424,99800,999522,0.0,1.0,-3.072000,0.001125,-0.000375,32.24,66135.0,1760814913715_frame_000012.jpg,0.075000,-0.112500,False,False
126,1760814913.803311,99801,999532,0.0,1.0,-3.072000,0.000000,0.002625,32.68,66040.0,1760814913715_frame_000012.jpg,-0.112500,0.300000,False,False
127,1760814913.8035097,99802,999542,0.0,1.0,-3.072000,0.004500,0.002625,32.68,66040.0,1760814913715_frame_000012.jpg,0.450000,0.000000,False,False
128,1760814913.8129454,99803,999552,0.0,1.0,-3.072000,0.006000,-0.000750,32.68,66040.0,1760814913715_frame_000012.jpg,0.150000,-0.337500,False,False
129,1760814913.8374958,99804,999562,0.0,1.0,-3.072000,0.001125,0.000000,32.68,66040.0,1760814913815_frame_000013.jpg,-0.487500,0.075000,False,False
130,1760814913.8422518,99805,999572,0.0,1.0,-3.072000,0.001500,-0.000375,32.68,66040.0,1760814913815_frame_000013.jpg,0.037500,-0.037500,False,False
131,1760814913.8460975,99806,999582,0.0,1.0,-3.072000,0.006750,0.000750,32.68,66040.0,1760814913815_frame_000013.jpg,0.525000,0.112500,False,False
132,1760814913.8644476,99807,999592,0.0,1.0,-3.072000,0.001875,0.000000,32.68,66040.0,1760814913815_frame_000013.jpg,-0.487500,-0.075000,False,False
133,1760814913.8650515,99808,999602,0.0,1.0,-3.072000,0.001125,-0.000375,32.68,66040.0,1760814913815_frame_000013.jpg,-0.075000,-0.037500,False,False
134,1760814913.8731616,99809,999612,0.0,1.0,-3.072000,0.000750,-0.000375,32.68,66040.0,1760814913815_frame_000013.jpg,-0.037500,0.000000,False,False
135,1760814913.893288,99810,999622,0.0,1.0,-3.072000,-0.000375,0.000000,33.38,66091.5,1760814913815_frame_000013.jpg,-0.112500,0.037500,False,False
136,1760814913.8937035,99811,999632,0.0,1.0,-3.072000,0.000000,0.000375,33.38,66091.5,1760814913815_frame_000013.jpg,0.037500,0.037500,False,False
137,1760814913.9029758,99812,999642,0.0,1.0,-3.072000,0.004500,0.001500,33.38,66091.5,1760814913815_frame_000013.jpg,0.450000,0.112500,False,False
138,1760814913.923087,99813,999652,0.0,1.0,-3.072000,0.001125,0.002625,33.38,66091.5,1760814913914_frame_000014.jpg,-0.337500,0.112500,False,False
139,1760814913.9353318,99814,999662,0.0,1.0,-3.072000,0.002625,0.012000,33.38,66091.5,1760814913914_frame_000014.jpg,0.150000,0.937500,False,False
140,1760814913.9401782,99815,999672,0.0,1.0,-3.072000,-0.000375,0.001125,33.38,66091.5,1760814913914_frame_000014.jpg,-0.300000,-1.087500,False,False
141,1760814913.963027,99816,999682,0.0,1.0,-3.072000,0.001500,-0.001125,33.38,66091.5,1760814913914_frame_000014.jpg,0.187500,-0.225000,False,False
142,1760814913.9690723,99817,999692,0.0,1.0,-3.072000,0.001125,0.001125,33.38,66091.5,1760814913914_frame_000014.jpg,-0.037500,0.225000,False,False
143,1760814913.9699194,99818,999702,0.0,1.0,-3.072000,0.001500,0.000000,33.38,66091.5,1760814913914_frame_000014.jpg,0.037500,-0.112500,False,False
144,1760814913.9843574,99819,999712,0.0,1.0,-3.072000,0.000000,-0.001875,33.38,66091.5,1760814913914_frame_000014.jpg,-0.150000,-0.187500,False,False
145,1760814913.9849946,99820,999722,0.0,1.0,-3.072000,-0.000375,-0.000375,33.38,66091.5,1760814913914_frame_000014.jpg,-0.037500,0.150000,False,False
146,1760814913.9959161,99821,999732,0.0,1.0,-3.072000,0.006000,0.003000,34.0,66034.0,1760814913914_frame_000014.jpg,0.637500,0.337500,False,False
147,1760814914.013261,99822,999742,0.0,1.0,-3.072000,0.003000,0.000375,34.0,66034.0,1760814914012_frame_000015.jpg,-0.300000,-0.262500,False,False
148,1760814914.013552,99823,999752,0.0,1.0,-3.072000,0.000375,-0.004125,34.0,66034.0,1760814914012_frame_000015.jpg,-0.262500,-0.450000,False,False
149,1760814914.0365036,99824,999762,0.0,1.0,-3.072000,0.000000,0.000000,34.0,66034.0,1760814914012_frame_000015.jpg,-0.037500,0.412500,False,False
150,1760814914.0455508,99825,999772,0.0,1.0,-3.072000,0.003000,-0.000375,34.0,66034.0,1760814914012_frame_000015.jpg,0.300000,-0.037500,False,False
151,1760814914.0501368,99826,999782,0.0,1.0,-3.072000,0.006750,-0.000375,34.0,66034.0,1760814914012_frame_000015.jpg,0.375000,0.000000,False,False
152,1760814914.0621977,99827,999792,0.0,1.0,-3.072000,0.000000,0.001125,34.0,66034.0,1760814914012_frame_000015.jpg,-0.675000,0.150000,False,False
153,1760814914.0755904,99828,999802,0.0,1.0,-3.072000,0.000000,-0.001875,34.0,66034.0,1760814914012_frame_000015.jpg,0.000000,-0.300000,False,False
154,1760814914.0808265,99829,999812,0.0,1.0,-3.072000,0.000000,-0.003375,34.0,66034.0,1760814914012_frame_000015.jpg,0.000000,-0.150000,False,False
155,1760814914.0851867,99830,999822,0.0,1.0,-3.072000,0.004500,0.004875,34.0,66034.0,1760814914012_frame_000015.jpg,0.450000,0.825000,False,False
156,1760814914.1027129,99831,999832,0.0,1.0,-3.072000,0.001125,0.000000,34.46,66035.0,1760814914012_frame_000015.jpg,-0.337500,-0.487500,False,False
157,1760814914.10294,99832,999842,0.0,1.0,-3.072000,-0.003375,0.000750,34.46,66035.0,1760814914012_frame_000015.jpg,-0.450000,0.075000,False,False
158,1760814914.1130207,99833,999852,0.0,1.0,-3.072000,0.002625,0.001500,34.46,66035.0,1760814914012_frame_000015.jpg,0.600000,0.075000,False,False
159,1760814914.139777,99834,999862,0.0,1.0,-3.072000,0.002625,0.001125,34.46,66035.0,1760814914118_frame_000016.jpg,0.000000,-0.037500,False,False
160,1760814914.1413906,99835,999872,0.0,1.0,-3.072000,-0.000375,-0.001125,34.46,66035.0,1760814914118_frame_000016.jpg,-0.300000,-0.225000,False,False
161,1760814914.1462092,99836,999882,0.0,1.0,-3.072000,0.001500,0.002250,34.46,66035.0,1760814914118_frame_000016.jpg,0.187500,0.337500,False,False
162,1760814914.1686032,99837,999892,0.0,1.0,-3.072000,0.005250,0.000375,34.46,66035.0,1760814914118_frame_000016.jpg,0.375000,-0.187500,False,False
163,1760814914.1727917,99838,999902,0.0,1.0,-3.072000,0.001125,-0.001875,34.46,66035.0,1760814914118_frame_000016.jpg,-0.412500,-0.225000,False,False
164,1760814914.177371,99839,999912,0.0,1.0,-3.072000,0.002625,-0.000375,34.46,66035.0,1760814914118_frame_000016.jpg,0.150000,0.150000,False,False
